file,ch,sat_frac
SC4812G0-PSG.edf,EEG Pz-Oz,0.0
SC4812G0-PSG.edf,EOG horizontal,0.0
SC4821G0-PSG.edf,EEG Fpz-Cz,0.00020573108008817046
SC4821G0-PSG.edf,EEG Pz-Oz,4.40852314474651e-06
SC4821G0-PSG.edf,EOG horizontal,0.0
SC4822G0-PSG.edf,EEG Fpz-Cz,0.00033997627520759193
SC4822G0-PSG.edf,EEG Pz-Oz,0.0
SC4822G0-PSG.edf,EOG horizontal,0.0
ST7011J0-PSG.edf,EEG Fpz-Cz,0.0
ST7011J0-PSG.edf,EEG Pz-Oz,0.0
ST7011J0-PSG.edf,EOG horizontal,0.0
ST7011J0-PSG.edf,EMG submental,0.0
ST7012J0-PSG.edf,EEG Fpz-Cz,0.0
ST7012J0-PSG.edf,EEG Pz-Oz,0.0
ST7012J0-PSG.edf,EOG horizontal,0.0
ST7012J0-PSG.edf,EMG submental,0.0
ST7021J0-PSG.edf,EEG Fpz-Cz,0.0
ST7021J0-PSG.edf,EEG Pz-Oz,0.0
ST7021J0-PSG.edf,EOG horizontal,0.0
ST7021J0-PSG.edf,EMG submental,0.0
ST7022J0-PSG.edf,EEG Fpz-Cz,0.0
ST7022J0-PSG.edf,EEG Pz-Oz,0.0
ST7022J0-PSG.edf,EOG horizontal,0.0
ST7022J0-PSG.edf,EMG submental,0.0
ST7041J0-PSG.edf,EEG Fpz-Cz,0.0
ST7041J0-PSG.edf,EEG Pz-Oz,0.015425224646983312
ST7041J0-PSG.edf,EOG horizontal,0.0
ST7041J0-PSG.edf,EMG submental,0.0
ST7042J0-PSG.edf,EEG Fpz-Cz,0.0
ST7042J0-PSG.edf,EEG Pz-Oz,0.0
ST7042J0-PSG.edf,EOG horizontal,0.0
ST7042J0-PSG.edf,EMG submental,0.0
ST7051J0-PSG.edf,EEG Fpz-Cz,0.0
ST7051J0-PSG.edf,EEG Pz-Oz,0.0
ST7051J0-PSG.edf,EOG horizontal,6.832298136645962e-06
ST7051J0-PSG.edf,EMG submental,0.0
ST7052J0-PSG.edf,EEG Fpz-Cz,0.0
ST7052J0-PSG.edf,EEG Pz-Oz,0.0
ST7052J0-PSG.edf,EOG horizontal,0.0
ST7052J0-PSG.edf,EMG submental,0.0
ST7061J0-PSG.edf,EEG Fpz-Cz,0.0
ST7061J0-PSG.edf,EEG Pz-Oz,0.001840036843721216
ST7061J0-PSG.edf,EOG horizontal,0.0
ST7061J0-PSG.edf,EMG submental,0.0
ST7062J0-PSG.edf,EEG Fpz-Cz,0.0002446613788895668
ST7062J0-PSG.edf,EEG Pz-Oz,0.0
ST7062J0-PSG.edf,EOG horizontal,0.000448444173276388
ST7062J0-PSG.edf,EMG submental,0.0007413056741915802
ST7071J0-PSG.edf,EEG Fpz-Cz,0.0
ST7071J0-PSG.edf,EEG Pz-Oz,0.0
ST7071J0-PSG.edf,EOG horizontal,0.0
ST7071J0-PSG.edf,EMG submental,0.0
ST7072J0-PSG.edf,EEG Fpz-Cz,0.0
ST7072J0-PSG.edf,EEG Pz-Oz,0.0
ST7072J0-PSG.edf,EOG horizontal,0.0
ST7072J0-PSG.edf,EMG submental,0.0
ST7081J0-PSG.edf,EEG Fpz-Cz,0.0
ST7081J0-PSG.edf,EEG Pz-Oz,0.0
ST7081J0-PSG.edf,EOG horizontal,0.0
ST7081J0-PSG.edf,EMG submental,0.0
ST7082J0-PSG.edf,EEG Fpz-Cz,0.0
ST7082J0-PSG.edf,EEG Pz-Oz,0.0
ST7082J0-PSG.edf,EOG horizontal,0.0
ST7082J0-PSG.edf,EMG submental,0.0
ST7091J0-PSG.edf,EEG Fpz-Cz,0.0
ST7091J0-PSG.edf,EEG Pz-Oz,0.0
ST7091J0-PSG.edf,EOG horizontal,0.0
ST7091J0-PSG.edf,EMG submental,0.0
ST7092J0-PSG.edf,EEG Fpz-Cz,0.0
ST7092J0-PSG.edf,EEG Pz-Oz,0.0
ST7092J0-PSG.edf,EOG horizontal,0.0
ST7092J0-PSG.edf,EMG submental,0.0
ST7101J0-PSG.edf,EEG Fpz-Cz,0.0
ST7101J0-PSG.edf,EEG Pz-Oz,0.0
ST7101J0-PSG.edf,EOG horizontal,0.0
ST7101J0-PSG.edf,EMG submental,0.0
ST7102J0-PSG.edf,EEG Fpz-Cz,3.35345405767941e-07
ST7102J0-PSG.edf,EEG Pz-Oz,3.35345405767941e-07
ST7102J0-PSG.edf,EOG horizontal,0.0
ST7102J0-PSG.edf,EMG submental,0.0
ST7111J0-PSG.edf,EEG Fpz-Cz,1.5923566878980892e-06
ST7111J0-PSG.edf,EEG Pz-Oz,0.0
ST7111J0-PSG.edf,EOG horizontal,0.0
ST7111J0-PSG.edf,EMG submental,0.0
ST7112J0-PSG.edf,EEG Fpz-Cz,0.0
ST7112J0-PSG.edf,EEG Pz-Oz,0.0
ST7112J0-PSG.edf,EOG horizontal,3.2605151613955003e-07
ST7112J0-PSG.edf,EMG submental,0.0
ST7121J0-PSG.edf,EEG Fpz-Cz,0.0
ST7121J0-PSG.edf,EEG Pz-Oz,3.205128205128205e-07
ST7121J0-PSG.edf,EOG horizontal,0.0
ST7121J0-PSG.edf,EMG submental,0.0
ST7122J0-PSG.edf,EEG Fpz-Cz,0.0
ST7122J0-PSG.edf,EEG Pz-Oz,0.0
ST7122J0-PSG.edf,EOG horizontal,0.0
ST7122J0-PSG.edf,EMG submental,0.0
ST7131J0-PSG.edf,EEG Fpz-Cz,0.0
ST7131J0-PSG.edf,EEG Pz-Oz,0.0
ST7131J0-PSG.edf,EOG horizontal,0.0
ST7131J0-PSG.edf,EMG submental,0.0
ST7132J0-PSG.edf,EEG Fpz-Cz,0.0
ST7132J0-PSG.edf,EEG Pz-Oz,0.0
ST7132J0-PSG.edf,EOG horizontal,1.8532246108228317e-06
ST7132J0-PSG.edf,EMG submental,0.0
ST7141J0-PSG.edf,EEG Fpz-Cz,0.0
ST7141J0-PSG.edf,EEG Pz-Oz,0.0
ST7141J0-PSG.edf,EOG horizontal,0.0
ST7141J0-PSG.edf,EMG submental,0.0
ST7142J0-PSG.edf,EEG Fpz-Cz,0.0
ST7142J0-PSG.edf,EEG Pz-Oz,0.0
ST7142J0-PSG.edf,EOG horizontal,0.00014249363867684477
ST7142J0-PSG.edf,EMG submental,0.0
ST7151J0-PSG.edf,EEG Fpz-Cz,2.5967281225655673e-07
ST7151J0-PSG.edf,EEG Pz-Oz,2.5967281225655673e-07
ST7151J0-PSG.edf,EOG horizontal,0.0
ST7151J0-PSG.edf,EMG submental,0.0
ST7152J0-PSG.edf,EEG Fpz-Cz,0.0
ST7152J0-PSG.edf,EEG Pz-Oz,0.0
ST7152J0-PSG.edf,EOG horizontal,0.0
ST7152J0-PSG.edf,EMG submental,0.0
ST7161J0-PSG.edf,EEG Fpz-Cz,0.0
ST7161J0-PSG.edf,EEG Pz-Oz,3.003003003003003e-07
ST7161J0-PSG.edf,EOG horizontal,0.0
ST7161J0-PSG.edf,EMG submental,0.0
ST7162J0-PSG.edf,EEG Fpz-Cz,0.0
ST7162J0-PSG.edf,EEG Pz-Oz,0.0
ST7162J0-PSG.edf,EOG horizontal,0.0
ST7162J0-PSG.edf,EMG submental,0.0
ST7171J0-PSG.edf,EEG Fpz-Cz,0.0
ST7171J0-PSG.edf,EEG Pz-Oz,0.0
ST7171J0-PSG.edf,EOG horizontal,0.0
ST7171J0-PSG.edf,EMG submental,0.0
ST7172J0-PSG.edf,EEG Fpz-Cz,0.0
ST7172J0-PSG.edf,EEG Pz-Oz,0.0
ST7172J0-PSG.edf,EOG horizontal,0.0
ST7172J0-PSG.edf,EMG submental,0.0
ST7181J0-PSG.edf,EEG Fpz-Cz,0.0
ST7181J0-PSG.edf,EEG Pz-Oz,0.0
ST7181J0-PSG.edf,EOG horizontal,0.0
ST7181J0-PSG.edf,EMG submental,0.0
ST7182J0-PSG.edf,EEG Fpz-Cz,0.0
ST7182J0-PSG.edf,EEG Pz-Oz,0.0
ST7182J0-PSG.edf,EOG horizontal,0.0
ST7182J0-PSG.edf,EMG submental,0.0
ST7191J0-PSG.edf,EEG Fpz-Cz,0.0
ST7191J0-PSG.edf,EEG Pz-Oz,0.0
ST7191J0-PSG.edf,EOG horizontal,0.0
ST7191J0-PSG.edf,EMG submental,0.0
ST7192J0-PSG.edf,EEG Fpz-Cz,0.0
ST7192J0-PSG.edf,EEG Pz-Oz,0.0
ST7192J0-PSG.edf,EOG horizontal,0.0
ST7192J0-PSG.edf,EMG submental,0.0
ST7201J0-PSG.edf,EEG Fpz-Cz,0.0
ST7201J0-PSG.edf,EEG Pz-Oz,0.0
ST7201J0-PSG.edf,EOG horizontal,0.0
ST7201J0-PSG.edf,EMG submental,0.0
ST7202J0-PSG.edf,EEG Fpz-Cz,0.0
ST7202J0-PSG.edf,EEG Pz-Oz,0.0
ST7202J0-PSG.edf,EOG horizontal,0.0
ST7202J0-PSG.edf,EMG submental,0.0
ST7211J0-PSG.edf,EEG Fpz-Cz,9.267840593141798e-07
ST7211J0-PSG.edf,EEG Pz-Oz,6.178560395427866e-07
ST7211J0-PSG.edf,EOG horizontal,1.8535681186283596e-06
ST7211J0-PSG.edf,EMG submental,1.2357120790855732e-06
ST7212J0-PSG.edf,EEG Fpz-Cz,0.0
ST7212J0-PSG.edf,EEG Pz-Oz,0.0
ST7212J0-PSG.edf,EOG horizontal,0.0
ST7212J0-PSG.edf,EMG submental,0.0
ST7221J0-PSG.edf,EEG Fpz-Cz,0.0
ST7221J0-PSG.edf,EEG Pz-Oz,0.0
ST7221J0-PSG.edf,EOG horizontal,0.0
ST7221J0-PSG.edf,EMG submental,0.0
ST7222J0-PSG.edf,EEG Fpz-Cz,0.0
ST7222J0-PSG.edf,EEG Pz-Oz,0.0
ST7222J0-PSG.edf,EOG horizontal,0.0
ST7222J0-PSG.edf,EMG submental,0.00024669450243562977
ST7241J0-PSG.edf,EEG Fpz-Cz,0.0
ST7241J0-PSG.edf,EEG Pz-Oz,0.0
ST7241J0-PSG.edf,EOG horizontal,0.0
ST7241J0-PSG.edf,EMG submental,0.0
ST7242J0-PSG.edf,EEG Fpz-Cz,0.0
ST7242J0-PSG.edf,EEG Pz-Oz,0.0
ST7242J0-PSG.edf,EOG horizontal,0.0
ST7242J0-PSG.edf,EMG submental,3.3921302578018997e-07
