psg_file,cohort,nchan,labels,sfreqs,duration_sec
SC4651E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,85800.0
SC4652E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,85200.0
SC4661E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,82200.0
SC4662E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,84600.0
SC4671G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,83400.0
SC4672G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,77400.0
SC4701E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,80400.0
SC4702E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,78720.0
SC4711E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,81900.0
SC4712E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,84600.0
SC4721E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,70260.0
SC4722E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,82380.0
SC4731E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,83400.0
SC4732E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,75600.0
SC4741E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,80700.0
SC4742E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,79500.0
SC4751E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,80400.0
SC4752E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,74100.0
SC4761E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,78900.0
SC4762E0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,84300.0
SC4771G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,82680.0
SC4772G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,67260.0
SC4801G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,83220.0
SC4802G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,84300.0
SC4811G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,72060.0
SC4812G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,72480.0
SC4821G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,81660.0
SC4822G0-PSG.edf,SC,7,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|Resp oro-nasal|EMG submental|Temp rectal|Event marker,100.0|100.0|100.0|1.0|1.0|1.0|1.0,84300.0
ST7011J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,35900.0
ST7012J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,31320.0
ST7021J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30600.0
ST7022J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30760.0
ST7041J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,31160.0
ST7042J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,34710.0
ST7051J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32200.0
ST7052J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32830.0
ST7061J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32570.0
ST7062J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32780.0
ST7071J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,27460.0
ST7072J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,27460.0
ST7081J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,29000.0
ST7082J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,28530.0
ST7091J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,29860.0
ST7092J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,28870.0
ST7101J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32960.0
ST7102J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,29820.0
ST7111J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,31400.0
ST7112J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30670.0
ST7121J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,31200.0
ST7122J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30350.0
ST7131J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,27660.0
ST7132J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,26980.0
ST7141J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,27610.0
ST7142J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,27510.0
ST7151J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,38510.0
ST7152J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32250.0
ST7161J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,33300.0
ST7162J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30040.0
ST7171J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,28930.0
ST7172J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30200.0
ST7181J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30880.0
ST7182J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,33940.0
ST7191J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,33790.0
ST7192J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32900.0
ST7201J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,29120.0
ST7202J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,30000.0
ST7211J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32370.0
ST7212J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,31620.0
ST7221J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32960.0
ST7222J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,28740.0
ST7241J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,32610.0
ST7242J0-PSG.edf,ST,5,EEG Fpz-Cz|EEG Pz-Oz|EOG horizontal|EMG submental|Marker,100.0|100.0|100.0|100.0|10.0,29480.0
