file,cohort,ch,jump_rate,flat1s_rate,std_med
SC4552F0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.80699443345728
SC4561F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.86484255708978
SC4561F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.293243224479138
SC4561F0-PSG.edf,SC,EOG horizontal,0.0,0.0,60.02795189937217
SC4562F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,12.467181643417746
SC4562F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.59094434389986
SC4562F0-PSG.edf,SC,EOG horizontal,0.0,0.0,32.69027453111986
SC4571F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.20647263253525
SC4571F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.908363408959836
SC4571F0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.89254076419269
SC4572F0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,22.08474594534905
SC4572F0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,3.8711102012588596
SC4572F0-PSG.edf,SC,EOG horizontal,0.0,0.0,50.247435738077385
SC4581G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.665237899499004
SC4581G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.049502221585259
SC4581G0-PSG.edf,SC,EOG horizontal,0.0,0.0,47.322790428694105
SC4582G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,42.65519451337627
SC4582G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.422339913108285
SC4582G0-PSG.edf,SC,EOG horizontal,8.33472245374229e-06,0.0,54.82887739308809
SC4591G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.343872306123167
SC4591G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.967583517903744
SC4591G0-PSG.edf,SC,EOG horizontal,0.0,0.0,23.392062727627795
SC4592G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.266386171404278
SC4592G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.942596418919128
SC4592G0-PSG.edf,SC,EOG horizontal,0.0,0.0,27.781529336125885
SC4601E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.720983095689
SC4601E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.550851039590007
SC4601E0-PSG.edf,SC,EOG horizontal,0.0,0.0,41.14559700522821
SC4602E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,14.847958858129196
SC4602E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.962744996581229
SC4602E0-PSG.edf,SC,EOG horizontal,0.0,0.0,42.102735723368696
SC4611E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,24.058904321193534
SC4611E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.288622116306211
SC4611E0-PSG.edf,SC,EOG horizontal,0.0,0.0,39.16886229187921
SC4612E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.41498927865554
SC4612E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.6506666236925795
SC4612E0-PSG.edf,SC,EOG horizontal,0.0,0.0,46.077902974085006
SC4621E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,15.07378401694232
SC4621E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.90202196320935
SC4621E0-PSG.edf,SC,EOG horizontal,0.0,0.0,44.148313439973975
SC4622E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,15.320744566176547
SC4622E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.618592192160367
SC4622E0-PSG.edf,SC,EOG horizontal,0.0,0.0,37.431694400149325
SC4631E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,25.671386585494083
SC4631E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.655647291928567
SC4631E0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.227142590985515
SC4632E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.212845784528408
SC4632E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.262769526256592
SC4632E0-PSG.edf,SC,EOG horizontal,0.0,0.0,23.5545949202618
SC4641E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.722364786013046
SC4641E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.975215985764681
SC4641E0-PSG.edf,SC,EOG horizontal,0.0,0.0,36.11496543549229
SC4642E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.223559478271028
SC4642E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.973313415578852
SC4642E0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.86431579889364
SC4651E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,14.80422198444391
SC4651E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.24091501330478
SC4651E0-PSG.edf,SC,EOG horizontal,0.0,0.0,21.41761672779679
SC4652E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.427272630540763
SC4652E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.23249270403555
SC4652E0-PSG.edf,SC,EOG horizontal,0.0,0.0,39.937774437816444
SC4661E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,23.779320547759877
SC4661E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.753128519997379
SC4661E0-PSG.edf,SC,EOG horizontal,0.0,0.0,52.52030089247684
SC4662E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.6951918677182
SC4662E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,14.071524953632615
SC4662E0-PSG.edf,SC,EOG horizontal,0.0,0.0,55.781665242276866
SC4671G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.431717967104206
SC4671G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.933249035692722
SC4671G0-PSG.edf,SC,EOG horizontal,0.0,0.0,28.679178003476935
SC4672G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.494321379695812
SC4672G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.539614064097847
SC4672G0-PSG.edf,SC,EOG horizontal,0.0,0.0,50.50711585307127
SC4701E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,12.0315152232922
SC4701E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.4472027128132074
SC4701E0-PSG.edf,SC,EOG horizontal,0.0,0.0,19.150856391133583
SC4702E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,13.62711677530621
SC4702E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.208330300481117
SC4702E0-PSG.edf,SC,EOG horizontal,0.0,0.0,30.47200591211061
SC4711E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,21.51419637994487
SC4711E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.454369940303103
SC4711E0-PSG.edf,SC,EOG horizontal,0.0,0.0,51.627311410554796
SC4712E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.650825240843375
SC4712E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,8.920634890244468
SC4712E0-PSG.edf,SC,EOG horizontal,0.0,0.0,56.472573010192946
SC4721E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.994982623805186
SC4721E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.2227655217130895
SC4721E0-PSG.edf,SC,EOG horizontal,0.0,0.0,71.30425002474934
SC4722E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,14.184361028048228
SC4722E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,5.74524563285812
SC4722E0-PSG.edf,SC,EOG horizontal,0.0,0.0,44.62023017767915
SC4731E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,18.196929962082397
SC4731E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,4.726297478243039
SC4731E0-PSG.edf,SC,EOG horizontal,0.0,0.0,48.59138426113968
SC4732E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,14.067706040012512
SC4732E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,4.417703883191093
SC4732E0-PSG.edf,SC,EOG horizontal,0.0,0.0,45.30284956591136
SC4741E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,11.831376205213747
SC4741E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.969723187344681
SC4741E0-PSG.edf,SC,EOG horizontal,0.0,0.0,49.92211225842476
SC4742E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,15.873005853704942
SC4742E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,4.5688672547430755
SC4742E0-PSG.edf,SC,EOG horizontal,0.0,0.0,39.8392232377643
SC4751E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,17.183931080631265
SC4751E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.524837731226115
SC4751E0-PSG.edf,SC,EOG horizontal,0.0,0.0,35.543454866834765
SC4752E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,19.835975694822118
SC4752E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.640976953388623
SC4752E0-PSG.edf,SC,EOG horizontal,0.0,0.0,54.73167644492584
SC4761E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,34.68395580801767
SC4761E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,13.98314830386543
SC4761E0-PSG.edf,SC,EOG horizontal,0.0,0.0,58.806933439597394
SC4762E0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,35.57754862362047
SC4762E0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,9.806603497587833
SC4762E0-PSG.edf,SC,EOG horizontal,0.0,0.0,59.402445204565964
SC4771G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.75742860855439
SC4771G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.791462573241759
SC4771G0-PSG.edf,SC,EOG horizontal,0.0,0.0,44.598677561564244
SC4772G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,27.359293655965907
SC4772G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,7.7581130557470175
SC4772G0-PSG.edf,SC,EOG horizontal,0.0,0.0,48.10956775999507
SC4801G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,13.00571908677925
SC4801G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,6.79296066798079
SC4801G0-PSG.edf,SC,EOG horizontal,0.0,0.0,41.35933635438752
SC4802G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,16.04820929479862
SC4802G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.48595298153166
SC4802G0-PSG.edf,SC,EOG horizontal,0.0,0.0,44.99372347577974
SC4811G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,20.239367060509203
SC4811G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,11.358669993474088
SC4811G0-PSG.edf,SC,EOG horizontal,0.0,0.0,38.82337298374806
SC4812G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,28.018397458144683
SC4812G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,10.236494232370433
SC4812G0-PSG.edf,SC,EOG horizontal,0.0,0.0,75.91363445481684
SC4821G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,29.224558428141307
SC4821G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,13.330022150770056
SC4821G0-PSG.edf,SC,EOG horizontal,0.0,0.0,86.83282505357676
SC4822G0-PSG.edf,SC,EEG Fpz-Cz,0.0,0.0,31.735279095859887
SC4822G0-PSG.edf,SC,EEG Pz-Oz,0.0,0.0,12.27618263204332
SC4822G0-PSG.edf,SC,EOG horizontal,0.0,0.0,63.60757607634487
ST7011J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.11583333333333333,32.489801417131446
ST7011J0-PSG.edf,ST,EEG Pz-Oz,2.5004167361226873e-05,0.11583333333333333,12.215541144731851
ST7011J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.11583333333333333,38.84436199799235
ST7011J0-PSG.edf,ST,EMG submental,1.666944490748458e-05,0.11583333333333333,3.379609940206089
ST7012J0-PSG.edf,ST,EEG Fpz-Cz,5.834305717619603e-05,0.058333333333333334,23.4445493980441
ST7012J0-PSG.edf,ST,EEG Pz-Oz,5.834305717619603e-05,0.058333333333333334,9.204368086874513
ST7012J0-PSG.edf,ST,EOG horizontal,6.667777962993832e-05,0.058333333333333334,29.62352328331363
ST7012J0-PSG.edf,ST,EMG submental,4.167361226871145e-05,0.058333333333333334,2.627692165838668
ST7021J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.1,25.277467561251637
ST7021J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.1,15.788653728624872
ST7021J0-PSG.edf,ST,EOG horizontal,2.5004167361226873e-05,0.10083333333333333,19.587291772443603
ST7021J0-PSG.edf,ST,EMG submental,1.666944490748458e-05,0.1,3.326493639373532
ST7022J0-PSG.edf,ST,EEG Fpz-Cz,4.167361226871145e-05,0.1075,34.46390150965679
ST7022J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.1075,21.659118417660082
ST7022J0-PSG.edf,ST,EOG horizontal,4.167361226871145e-05,0.1075,53.381939934181474
ST7022J0-PSG.edf,ST,EMG submental,3.333888981496916e-05,0.1075,19.399224225953468
ST7041J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-06,0.07083333333333333,39.17425444482168
ST7041J0-PSG.edf,ST,EEG Pz-Oz,0.0007334555759293216,0.07083333333333333,27.197031616519112
ST7041J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.07083333333333333,61.57823742582736
ST7041J0-PSG.edf,ST,EMG submental,0.0005000833472245374,0.07083333333333333,22.582845413658603
ST7042J0-PSG.edf,ST,EEG Fpz-Cz,9.168194699116519e-05,0.05333333333333334,35.99759788988463
ST7042J0-PSG.edf,ST,EEG Pz-Oz,9.168194699116519e-05,0.05333333333333334,16.590248660892115
ST7042J0-PSG.edf,ST,EOG horizontal,9.168194699116519e-05,0.05333333333333334,43.04691134287868
ST7042J0-PSG.edf,ST,EMG submental,8.33472245374229e-05,0.05333333333333334,4.375353177154795
ST7051J0-PSG.edf,ST,EEG Fpz-Cz,3.333888981496916e-05,0.06833333333333333,32.15590751815753
ST7051J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.06833333333333333,10.960940301560917
ST7051J0-PSG.edf,ST,EOG horizontal,5.834305717619603e-05,0.06833333333333333,49.563630656041056
ST7051J0-PSG.edf,ST,EMG submental,3.333888981496916e-05,0.06833333333333333,4.193333491849426
ST7052J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-06,0.1125,39.65630085159006
ST7052J0-PSG.edf,ST,EEG Pz-Oz,8.33472245374229e-06,0.1125,12.771832865398778
ST7052J0-PSG.edf,ST,EOG horizontal,8.33472245374229e-06,0.1125,121.42517263945965
ST7052J0-PSG.edf,ST,EMG submental,8.33472245374229e-06,0.1125,3.642300785647892
ST7061J0-PSG.edf,ST,EEG Fpz-Cz,0.00022503750625104185,0.06333333333333334,27.1899829976051
ST7061J0-PSG.edf,ST,EEG Pz-Oz,0.00018336389398233038,0.06333333333333334,13.733939025611802
ST7061J0-PSG.edf,ST,EOG horizontal,0.0001750291715285881,0.06333333333333334,29.8550233199065
ST7061J0-PSG.edf,ST,EMG submental,0.000200033338889815,0.06333333333333334,5.734965709533285
ST7062J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.07083333333333333,22.79022225922461
ST7062J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.07083333333333333,14.29869983429284
ST7062J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.07083333333333333,26.744012511562282
ST7062J0-PSG.edf,ST,EMG submental,4.167361226871145e-05,0.07083333333333333,3.914185778382942
ST7071J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.12,26.13153045311499
ST7071J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.12,16.038587399675336
ST7071J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.12,129.69607004880334
ST7071J0-PSG.edf,ST,EMG submental,0.0,0.12,3.8190952476177804
ST7072J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-06,0.07083333333333333,24.70433117784046
ST7072J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.07,13.009918197595866
ST7072J0-PSG.edf,ST,EOG horizontal,8.33472245374229e-06,0.07083333333333333,54.72241018046523
ST7072J0-PSG.edf,ST,EMG submental,2.5004167361226873e-05,0.07083333333333333,4.990301064230141
ST7081J0-PSG.edf,ST,EEG Fpz-Cz,5.000833472245375e-05,0.06,33.93094997195382
ST7081J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.06,15.37277921750593
ST7081J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.06,32.12072479247366
ST7081J0-PSG.edf,ST,EMG submental,5.834305717619603e-05,0.06,4.719787212437834
ST7082J0-PSG.edf,ST,EEG Fpz-Cz,5.834305717619603e-05,0.06416666666666666,36.71008697025121
ST7082J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.06416666666666666,16.083920457842908
ST7082J0-PSG.edf,ST,EOG horizontal,6.667777962993832e-05,0.06416666666666666,74.95132533857605
ST7082J0-PSG.edf,ST,EMG submental,5.834305717619603e-05,0.06416666666666666,18.89761624752923
ST7091J0-PSG.edf,ST,EEG Fpz-Cz,3.333888981496916e-05,0.06916666666666667,24.70255689406786
ST7091J0-PSG.edf,ST,EEG Pz-Oz,2.5004167361226873e-05,0.06916666666666667,10.383826603194535
ST7091J0-PSG.edf,ST,EOG horizontal,5.000833472245375e-05,0.06916666666666667,43.01008047567534
ST7091J0-PSG.edf,ST,EMG submental,5.000833472245375e-05,0.06916666666666667,6.058036113678542
ST7092J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-06,0.05333333333333334,26.674767079272016
ST7092J0-PSG.edf,ST,EEG Pz-Oz,8.33472245374229e-06,0.05333333333333334,10.830863110510798
ST7092J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.05333333333333334,80.92213026887086
ST7092J0-PSG.edf,ST,EMG submental,0.0,0.05333333333333334,12.458893820475872
ST7101J0-PSG.edf,ST,EEG Fpz-Cz,6.667777962993832e-05,0.05416666666666667,41.12668380863068
ST7101J0-PSG.edf,ST,EEG Pz-Oz,5.834305717619603e-05,0.05416666666666667,19.209918160947833
ST7101J0-PSG.edf,ST,EOG horizontal,9.168194699116519e-05,0.05416666666666667,66.31113868999176
ST7101J0-PSG.edf,ST,EMG submental,8.33472245374229e-05,0.05416666666666667,3.6023017385172067
ST7102J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.051666666666666666,36.142827178698255
ST7102J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.051666666666666666,22.103206763797715
ST7102J0-PSG.edf,ST,EOG horizontal,0.0,0.051666666666666666,38.61926055929405
ST7102J0-PSG.edf,ST,EMG submental,0.0,0.051666666666666666,2.927337458582784
ST7111J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-05,0.07416666666666667,24.405381576068766
ST7111J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.07416666666666667,12.946855748198622
ST7111J0-PSG.edf,ST,EOG horizontal,5.000833472245375e-05,0.07416666666666667,24.92745506928192
ST7111J0-PSG.edf,ST,EMG submental,5.000833472245375e-05,0.07416666666666667,4.706842060767279
ST7112J0-PSG.edf,ST,EEG Fpz-Cz,0.0001750291715285881,0.05416666666666667,30.936513469445323
ST7112J0-PSG.edf,ST,EEG Pz-Oz,0.00012502083680613436,0.05416666666666667,17.390868718113374
ST7112J0-PSG.edf,ST,EOG horizontal,0.00013335555925987665,0.05416666666666667,40.83975720306508
ST7112J0-PSG.edf,ST,EMG submental,0.0001666944490748458,0.05416666666666667,3.984753586644279
ST7121J0-PSG.edf,ST,EEG Fpz-Cz,4.167361226871145e-05,0.051666666666666666,33.369630119676806
ST7121J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.051666666666666666,12.688280721574714
ST7121J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.051666666666666666,63.91801861054937
ST7121J0-PSG.edf,ST,EMG submental,5.000833472245375e-05,0.051666666666666666,4.520993973917398
ST7122J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.0525,30.79022693115268
ST7122J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.0525,13.467550078066271
ST7122J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.0525,30.266553667393524
ST7122J0-PSG.edf,ST,EMG submental,2.5004167361226873e-05,0.0525,5.382324949159644
ST7131J0-PSG.edf,ST,EEG Fpz-Cz,6.667777962993832e-05,0.12,24.26994041124783
ST7131J0-PSG.edf,ST,EEG Pz-Oz,2.5004167361226873e-05,0.12,12.640769723070086
ST7131J0-PSG.edf,ST,EOG horizontal,5.000833472245375e-05,0.12,20.41459575708679
ST7131J0-PSG.edf,ST,EMG submental,5.834305717619603e-05,0.12,3.62543318461062
ST7132J0-PSG.edf,ST,EEG Fpz-Cz,8.33472245374229e-05,0.06333333333333334,32.730643822466675
ST7132J0-PSG.edf,ST,EEG Pz-Oz,5.000833472245375e-05,0.06333333333333334,24.820797022882353
ST7132J0-PSG.edf,ST,EOG horizontal,5.000833472245375e-05,0.06333333333333334,62.55366784098096
ST7132J0-PSG.edf,ST,EMG submental,6.667777962993832e-05,0.06333333333333334,5.98556436717616
ST7141J0-PSG.edf,ST,EEG Fpz-Cz,2.5004167361226873e-05,0.12083333333333333,34.263990404189016
ST7141J0-PSG.edf,ST,EEG Pz-Oz,2.5004167361226873e-05,0.12083333333333333,14.54432103445941
ST7141J0-PSG.edf,ST,EOG horizontal,2.5004167361226873e-05,0.12083333333333333,39.60963246274929
ST7141J0-PSG.edf,ST,EMG submental,6.667777962993832e-05,0.12083333333333333,4.390276819119313
ST7142J0-PSG.edf,ST,EEG Fpz-Cz,6.667777962993832e-05,0.0675,26.54803390838086
ST7142J0-PSG.edf,ST,EEG Pz-Oz,0.00010835139189864977,0.0675,13.726294398347918
ST7142J0-PSG.edf,ST,EOG horizontal,6.667777962993832e-05,0.0675,19.699682497534
ST7142J0-PSG.edf,ST,EMG submental,0.0001000166694449075,0.0675,3.2772309542073796
ST7151J0-PSG.edf,ST,EEG Fpz-Cz,0.00011668611435239206,0.25833333333333336,23.222479507009453
ST7151J0-PSG.edf,ST,EEG Pz-Oz,0.0001000166694449075,0.25833333333333336,13.543270925761654
ST7151J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.25833333333333336,29.49774770064741
ST7151J0-PSG.edf,ST,EMG submental,0.00010835139189864977,0.25833333333333336,2.63735611415471
ST7152J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.060833333333333336,25.694975285822885
ST7152J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.060833333333333336,12.210826078858588
ST7152J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.060833333333333336,21.630770773562404
ST7152J0-PSG.edf,ST,EMG submental,0.0,0.060833333333333336,2.8173528553003253
ST7161J0-PSG.edf,ST,EEG Fpz-Cz,0.00010835139189864977,0.06666666666666667,24.929426903952432
ST7161J0-PSG.edf,ST,EEG Pz-Oz,0.00010835139189864977,0.06666666666666667,12.287499803935063
ST7161J0-PSG.edf,ST,EOG horizontal,0.00010835139189864977,0.06666666666666667,16.37489177447338
ST7161J0-PSG.edf,ST,EMG submental,0.00011668611435239206,0.06666666666666667,3.806667788495985
ST7162J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.050833333333333335,27.706207513954112
ST7162J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.050833333333333335,10.638018559435652
ST7162J0-PSG.edf,ST,EOG horizontal,0.0,0.050833333333333335,36.84007644327936
ST7162J0-PSG.edf,ST,EMG submental,0.0,0.050833333333333335,6.047957107004001
ST7171J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.02666666666666667,30.01642155892709
ST7171J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.02666666666666667,14.691279162496187
ST7171J0-PSG.edf,ST,EOG horizontal,0.0,0.02666666666666667,45.46988519313547
ST7171J0-PSG.edf,ST,EMG submental,0.0,0.02666666666666667,3.67465902943606
ST7172J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.085,21.203711200936816
ST7172J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.085,9.975945696835653
ST7172J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.085,15.121504064792358
ST7172J0-PSG.edf,ST,EMG submental,5.000833472245375e-05,0.085,4.87124116667264
ST7181J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.12083333333333333,21.631487962935694
ST7181J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.12083333333333333,12.04051159453605
ST7181J0-PSG.edf,ST,EOG horizontal,3.333888981496916e-05,0.12083333333333333,13.30883148275885
ST7181J0-PSG.edf,ST,EMG submental,4.167361226871145e-05,0.12083333333333333,3.4000267888332285
ST7182J0-PSG.edf,ST,EEG Fpz-Cz,5.834305717619603e-05,0.15166666666666667,26.229961070706068
ST7182J0-PSG.edf,ST,EEG Pz-Oz,4.167361226871145e-05,0.15166666666666667,13.187909781648717
ST7182J0-PSG.edf,ST,EOG horizontal,8.33472245374229e-05,0.15166666666666667,19.515443899483955
ST7182J0-PSG.edf,ST,EMG submental,3.333888981496916e-05,0.15166666666666667,4.234656164518379
ST7191J0-PSG.edf,ST,EEG Fpz-Cz,3.333888981496916e-05,0.16333333333333333,32.46038077124339
ST7191J0-PSG.edf,ST,EEG Pz-Oz,1.666944490748458e-05,0.16333333333333333,14.01358470328044
ST7191J0-PSG.edf,ST,EOG horizontal,2.5004167361226873e-05,0.16333333333333333,44.649097636970886
ST7191J0-PSG.edf,ST,EMG submental,8.33472245374229e-06,0.16333333333333333,7.529312745307662
ST7192J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.17083333333333334,31.287760475077917
ST7192J0-PSG.edf,ST,EEG Pz-Oz,2.5004167361226873e-05,0.17083333333333334,15.34838151449679
ST7192J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.17083333333333334,73.52489330950394
ST7192J0-PSG.edf,ST,EMG submental,2.5004167361226873e-05,0.17083333333333334,2.564122393706243
ST7201J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.04416666666666667,39.07813821346306
ST7201J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.04416666666666667,10.594018122801497
ST7201J0-PSG.edf,ST,EOG horizontal,0.0,0.04416666666666667,48.56404973814196
ST7201J0-PSG.edf,ST,EMG submental,0.0,0.04416666666666667,5.367422963649634
ST7202J0-PSG.edf,ST,EEG Fpz-Cz,1.666944490748458e-05,0.12166666666666667,20.966254665655192
ST7202J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.12166666666666667,11.40246382484063
ST7202J0-PSG.edf,ST,EOG horizontal,1.666944490748458e-05,0.12166666666666667,18.83148085684889
ST7202J0-PSG.edf,ST,EMG submental,1.666944490748458e-05,0.12166666666666667,10.733133397410597
ST7211J0-PSG.edf,ST,EEG Fpz-Cz,0.0012418736456076013,0.03,35.80080844761801
